id,trial,AgeGroup,age_yr,age_mo,question_cond,quality_cond,exposure_cond,n_attempts_color,n_attempts_head,n_attempts_legs,exp_answer_response,exp_answer_correct,trial_index,trial_type,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_program,question_abstracted_idealized,notes,EIG,entropy,question_standard
1089,1,Kids,7,90,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,Does the red monster have a square head?
1089,2,Kids,7,90,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544891,5.75488750216347,Does the purple monster have three legs?
1089,3,Kids,7,90,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does the blue monster have one leg?,(== (legs b) 1),(== (legs c) n),NA,0.9182958340544899,6.1699250014423175,Does the blue monster have one leg?
1089,4,Kids,7,90,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the purple monster have two legs?,(== (legs p) 2),(== (legs c) n),NA,0.9182958340544896,3.169925001442312,Does the purple monster have two legs?
1090,1,Kids,5,66,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,2,Does the red monster have a square head?
1090,2,Kids,5,66,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the blue monster have two legs?,(== (legs b) 2),(== (legs c) n),NA,0.9182958340544891,4.584962500721156,Does the blue monster have two legs?
1090,3,Kids,5,66,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do all the monsters have two legs?,(all (map (lambda x0 (== (legs x0) 2)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.22853814395352615,6.754887502163456,Do all the monsters have two legs?
1090,4,Kids,5,66,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Do all the monsters have three legs?,(all (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.9182958340544896,1.584962500721156,Do all the monsters have three legs?
1092,1,Kids,6,79,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple robot have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
1092,2,Kids,6,79,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,6.754887502163456,How many legs does the blue monster have?
1092,3,Kids,6,79,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,4.584962500721156,How many legs does the blue monster have?
1092,4,Kids,6,79,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Which head does the red one have?,(shape r),(shape c),NA,1,2,What shape is the red monster's head?
1093,1,Kids,10,123,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does the purple and blue monster have the same head and same shape?,(== (shape p) (shape b)),(== (shape c) (shape c)),NA,0.9999999999999999,6.1699250014423175,Is the purple monster's head the same shape as the blue monster's head?
1093,2,Kids,10,123,heads,good,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,"Out of all three monsters, how many legs does the first two have?",(+ (legs r) (legs p)),(+ (legs c) (legs c)),NA,2.19715972342415,5.75488750216347,How many legs do the red and purple monsters have combined?
1093,3,Kids,10,123,heads,good,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the purple monster have more legs than the blue monster?,(> (legs p) (legs b)),(> (legs c) (legs c)),NA,0.9182958340544896,3.169925001442312,Does the purple monster have more legs than the blue monster?
1093,4,Kids,10,123,heads,good,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,Does the red monster have a square head?
1096,1,Kids,9,113,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,What shape is the red monster's head?,(shape r),(shape c),NA,1.0000000000000007,6.754887502163456,What shape is the red monster's head?
1096,2,Kids,9,113,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many circle heads are there?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,How many monsters have a circle head?
1096,3,Kids,9,113,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many square heads are there?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.5,2,How many monsters have a square head?
1096,4,Kids,9,113,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs are there combined with the purple and the red?,(+ (legs p) (legs r)),(+ (legs c) (legs c)),NA,1.584962500721156,1.584962500721156,How many legs do the purple and red monsters have combined?
1098,1,Kids,8,101,legs,bad,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the blue monster have the same head as the purple monster?,(== (shape b) (shape p)),(== (shape c) (shape c)),NA,1.0000000000000007,6.754887502163456,Is the blue monster's head the same shape as the purple monster's head?
1098,2,Kids,8,101,legs,bad,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the red monster have the same amount of legs as the purple monster?,(== (legs r) (legs p)),(== (legs c) (legs c)),NA,0.9182958340544896,1.584962500721156,Does the red monster have the same number of legs as the purple monster?
1098,3,Kids,8,101,legs,bad,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the red monster have the same amount of legs as the blue monster?,(== (legs r) (legs b)),(== (legs c) (legs c)),NA,0.9182958340544891,4.584962500721156,Does the red monster have the same number of legs as the blue monster?
1098,4,Kids,8,101,legs,bad,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the purple monster have the same head as the blue and red monster?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),NA,0.8112781244591328,2,Do all the monsters have the same head shape?
1099,1,Kids,7,87,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544891,5.75488750216347,Does the purple monster have three legs?
1099,2,Kids,7,87,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does the blue monster have a square head?,(== (shape b) Square),(== (shape c) s),NA,0.9999999999999999,6.1699250014423175,Does the blue monster have a square head?
1099,3,Kids,7,87,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,Does the red monster have a square head?
1099,4,Kids,7,87,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the purple one have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544896,3.169925001442312,Does the purple monster have three legs?
1100,1,Kids,5,62,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,Does the purple monster have three legs?
1100,2,Kids,5,62,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do any of the monsters have two legs?,(any (map (lambda x0 (== (legs x0) 2)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.8767162889994637,6.754887502163456,Do any of the monsters have two legs?
1100,3,Kids,5,62,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does any of the monsters have a circle head?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.5435644431995954,4.584962500721156,Do any of the monsters have a circle head?
1100,4,Kids,5,62,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does any of the monsters have a square head?,(any (map (lambda x0 (== (shape x0) Square)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,-0,2,Do any of the monsters have a square head?
1103,1,Kids,7,92,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,"“Uhh, 2”",NA,NA,invalid,NA,4.584962500721156,NA
1103,2,Kids,7,92,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,NA,NA,NA,missing,NA,2,NA
1103,3,Kids,7,92,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,"“Um, uhh, I can't remember which one, square? And two legs? And maybe it said, and a circle?",NA,NA,invalid,NA,6.754887502163456,NA
1103,4,Kids,7,92,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,“3 legs”,NA,NA,invalid,NA,1.584962500721156,NA
1107,1,Kids,7,84,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head or a circle head?,(shape r),(shape c),NA,1,1,What shape is the red monster's head?
1107,2,Kids,7,84,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,3.169925001442312,How many legs does the purple monster have?
1107,3,Kids,7,84,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,5.75488750216347,How many legs does the blue monster have?
1107,4,Kids,7,84,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,what shape are the heads of the monsters,NA,NA,invalid,NA,6.1699250014423175,NA
1110,1,Kids,5,67,heads,good,exposure,3,3,6,NA,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,Does the red monster have a square head?
1110,2,Kids,5,67,heads,good,exposure,3,3,6,NA,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the purple monster have one leg?,(== (legs p) 1),(== (legs c) n),NA,0.9182958340544896,3.169925001442312,Does the purple monster have one leg?
1110,3,Kids,5,67,heads,good,exposure,3,3,6,NA,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does the blue monster have a circle head?,(== (shape b) Circle),(== (shape c) s),NA,0.9999999999999994,5.75488750216347,Does the blue monster have a circle head?
1110,4,Kids,5,67,heads,good,exposure,3,3,6,NA,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,0.9999999999999999,6.1699250014423175,Does the red monster have a square head?
1120,1,Kids,7,87,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many circle heads are there?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,How many monsters have a circle head?
1120,2,Kids,7,87,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs do all the monsters combined have?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,How many legs do all the monsters have combined together?
1120,3,Kids,7,87,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
1120,4,Kids,7,87,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many circle heads are there?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.5,2,How many monsters have a circle head?
1124,1,Kids,5,71,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Is the purple monster's head a square?,(== (shape p) Square),(== (shape c) s),NA,0.9999999999999999,6.1699250014423175,Does the purple monster have a square head?
1124,2,Kids,5,71,heads,good,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Is the purple monster's leg three leg?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544896,3.169925001442312,Does the purple monster have three legs?
1124,3,Kids,5,71,heads,good,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red monster's head a circle?,(== (shape r) Circle),(== (shape c) s),NA,1,1,Does the red monster have a circle head?
1124,4,Kids,5,71,heads,good,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Is the blue monster's head a circle?,(== (shape b) Circle),(== (shape c) s),NA,0.9999999999999994,5.75488750216347,Does the blue monster have a circle head?
1125,1,Kids,8,102,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Are the blue and red monsters head the same?,(== (shape b) (shape r)),(== (shape c) (shape c)),NA,1,2,Is the blue monster's head the same shape as the red monster's head?
1125,2,Kids,8,102,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs do all the monsters have together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,How many legs do all the monsters have combined together?
1125,3,Kids,8,102,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs do all the monsters have together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,1.584962500721156,How many legs do all the monsters have combined together?
1125,4,Kids,8,102,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Are all the monsters have a same head?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),NA,0.8112781244591322,4.584962500721156,Do all the monsters have the same head shape?
1129,1,Kids,6,75,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,"um, 2",NA,NA,invalid,NA,5.75488750216347,NA
1129,2,Kids,6,75,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,"um, uh, square",NA,NA,invalid,NA,1,NA
1129,3,Kids,6,75,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,"uh, red leg",NA,NA,invalid,NA,6.1699250014423175,NA
1129,4,Kids,6,75,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,3,NA,NA,invalid,NA,3.169925001442312,NA
1130,1,Kids,10,123,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What shape head does the red monster have?,(shape r),(shape c),NA,1,2,What shape is the red monster's head?
1130,2,Kids,10,123,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,6.754887502163456,How many legs does the purple monster have?
1130,3,Kids,10,123,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many square head monsters are there?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,How many monsters have a square head?
1130,4,Kids,10,123,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
1131,1,Kids,5,61,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does the blue monster have three legs?,(== (legs b) 3),(== (legs c) n),NA,0.9182958340544891,5.75488750216347,Does the blue monster have three legs?
1131,2,Kids,5,61,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,Does the red monster have a square head?
1131,3,Kids,5,61,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the blue purple monsters have two legs?,(and (== (legs b) 2) (== (legs p) 2)),(and (== (legs c) n) (== (legs c) n)),NA,0.5032583347756454,3.169925001442312,Do the blue monster and the purple monster both have two legs?
1131,4,Kids,5,61,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does the red and blue monsters three legs?,(and (== (legs r) 3) (== (legs b) 3)),(and (== (legs c) n) (== (legs c) n)),NA,0.5032583347756472,6.1699250014423175,Do the red monster and the blue monster both have three legs?
1132,1,Kids,7,95,heads,good,exposure,5,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many monsters have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,3.169925001442312,How many monsters have two legs?
1132,2,Kids,7,95,heads,good,exposure,5,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,6.1699250014423175,How many monsters have three legs?
1132,3,Kids,7,95,heads,good,exposure,5,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many monsters have one leg?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,How many monsters have one leg?
1132,4,Kids,7,95,heads,good,exposure,5,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What is the head of the red monster?,(shape r),(shape c),NA,1,1,What shape is the red monster's head?
1135,1,Kids,5,66,legs,bad,exposure,3,2,3,3,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,What shaped head does the blue monster have?,(shape b),(shape c),NA,0.9999999999999998,4.584962500721156,What shape is the blue monster's head?
1135,2,Kids,5,66,legs,bad,exposure,3,2,3,3,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Red,NA,NA,invalid,NA,6.754887502163456,NA
1135,3,Kids,5,66,legs,bad,exposure,3,2,3,3,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
1135,4,Kids,5,66,legs,bad,exposure,3,2,3,3,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What shaped head does the blue monster have?,(shape b),(shape c),NA,1,2,What shape is the blue monster's head?
1136,1,Kids,7,95,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,NA,NA,NA,bad audio,NA,5.75488750216347,NA
1136,2,Kids,7,95,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How much heads,NA,NA,bad audio,NA,6.1699250014423175,NA
1136,3,Kids,7,95,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many feet,NA,NA,ambiguous,NA,3.169925001442312,NA
1136,4,Kids,7,95,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What's thumb's head,NA,NA,bad audio,NA,1,NA
1137,1,Kids,7,94,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1,1,How many monsters have a circle head?
1137,2,Kids,7,94,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Which monsters have a circle head?,NA,NA,invalid,NA,6.1699250014423175,NA
1137,3,Kids,7,94,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many of the monsters have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,How many monsters have three legs?
