id,trial,AgeGroup,AgeGroup_Split,age_yr,age_mo,age_mo_center,question_cond,quality_cond,exposure_cond,n_attempts_color,n_attempts_head,n_attempts_legs,exp_answer_response,exp_answer_correct,trial_index,trial_type,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_standard,question_program,question_abstracted_idealized,notes,EIG,entropy,match_head,match_legs,target_match,target_sim_standard,target_dist,same_as_last,sim_to_last_standard,dist_to_last,prev_trial_indices_reuse,prev_trial_indices_remixing
1078,1,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does it have 3 legs,NA,NA,NA,ambiguous,NA,6.754887502163456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,2,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does it have a square head,NA,NA,NA,ambiguous,NA,4.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,3,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Square and circle,NA,NA,NA,invalid,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,4,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,"Does it have, three legs?",Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,0,0,0,0.7418643236160278,9,NA,NA,NA,NA,NA
1080,1,Kids,7- to 8-year-olds,7,95,-0.3196347031963427,heads,bad,exposure,3,2,3,1,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Did it all have the same amount of legs?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.5032583347756454,3.169925001442312,0,0,0,0.6630567908287048,4,NA,NA,NA,NA,NA
1080,2,Kids,7- to 8-year-olds,7,95,-0.3196347031963427,heads,bad,exposure,3,2,3,1,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,How many circle headed monsters are there?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1,1,1,0,1,0.8565942645072937,0,0,0.6358267068862915,4,zero_heads,zero_heads
1080,3,Kids,7- to 8-year-olds,7,95,-0.3196347031963427,heads,bad,exposure,3,2,3,1,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Are they all the same?,Do all the monsters have the same number of legs and the same head shape?,(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),NA,0.30954342915032534,5.75488750216347,0,0,0,0.7576436996459961,14,0,0.9222708940505981,11,"zero_heads,overcomplex_heads","zero_heads,overcomplex_heads"
1080,4,Kids,7- to 8-year-olds,7,95,-0.3196347031963427,heads,bad,exposure,3,2,3,1,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Are they all the same?,Do all the monsters have the same number of legs and the same head shape?,(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),NA,0.18312206830137492,6.1699250014423175,0,0,0,0.7576436996459961,14,1,0.9222708940505981,11,"zero_heads,overcomplex_heads,nonbest_heads","zero_heads,overcomplex_heads"
1081,1,Kids,5- to 6-year-olds,5,71,-24.319634703196343,legs,bad,exposure,3,2,3,5,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Are all of the monsters legs the same number of legs?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.9182958340544896,1.584962500721156,0,0,0,0.875372588634491,1,NA,NA,NA,NA,NA
1081,2,Kids,5- to 6-year-olds,5,71,-24.319634703196343,legs,bad,exposure,3,2,3,5,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,NA,NA,NA,NA,bad audio,NA,4.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,3,Kids,5- to 6-year-olds,5,71,-24.319634703196343,legs,bad,exposure,3,2,3,5,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,NA,NA,NA,NA,bad audio,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,4,Kids,5- to 6-year-olds,5,71,-24.319634703196343,legs,bad,exposure,3,2,3,5,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Which leg does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,6.754887502163456,0,0,0,0.7946264743804932,9,0,0.7602323293685913,9,overcomplex_legs,overcomplex_legs
1082,1,Kids,7- to 8-year-olds,7,88,-7.319634703196343,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What is the shape of the monster's head?,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,NA,NA,NA,NA,NA
1082,2,Kids,7- to 8-year-olds,7,88,-7.319634703196343,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs does the blue monster have?,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,5.75488750216347,0,0,0,0.6293059587478638,11,0,0.5853571891784668,1,overcomplex_heads,overcomplex_heads
1082,3,Kids,7- to 8-year-olds,7,88,-7.319634703196343,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,3.169925001442312,0,0,0,0.6266854405403137,11,1,0.5984600782394409,1,"overcomplex_heads,nonbest_heads",overcomplex_heads
1082,4,Kids,7- to 8-year-olds,7,88,-7.319634703196343,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,What is the shape of the purple monster's head?,What shape is the purple monster's head?,(shape p),(shape c),NA,1,6.1699250014423175,0,0,0,0.7084317803382874,11,1,0.7266712188720703,1,"overcomplex_heads,nonbest_heads,zero_heads","nonbest_heads,zero_heads"
1085,1,Kids,9- to 10-year-olds,9,110,14.680365296803657,heads,bad,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do they have the same number of legs,NA,NA,NA,ambiguous,NA,6.1699250014423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,2,Kids,9- to 10-year-olds,9,110,14.680365296803657,heads,bad,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a circle head?,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),NA,1,1,0,0,0,0.674372673034668,9,NA,NA,NA,NA,NA
1085,3,Kids,9- to 10-year-olds,9,110,14.680365296803657,heads,bad,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs do they have,NA,NA,NA,ambiguous,NA,5.75488750216347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,4,Kids,9- to 10-year-olds,9,110,14.680365296803657,heads,bad,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Blue one have two legs?,Does the blue monster have two legs?,(== (legs b) 2),(== (legs c) n),NA,0.9182958340544896,3.169925001442312,0,0,0,0.5497976541519165,11,0,0.6209231019020081,2,overcomplex_heads,overcomplex_heads
1086,1,Kids,5- to 6-year-olds,6,74,-21.319634703196343,heads,good,exposure,4,2,3,2,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,NA,NA,NA,NA,bad audio,NA,6.1699250014423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,2,Kids,5- to 6-year-olds,6,74,-21.319634703196343,heads,good,exposure,4,2,3,2,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,What shape is the blue monster's head?,What shape is the blue monster's head?,(shape b),(shape c),NA,0.9999999999999994,5.75488750216347,0,0,0,0.7162408232688904,11,NA,NA,NA,NA,NA
1086,3,Kids,5- to 6-year-olds,6,74,-21.319634703196343,heads,good,exposure,4,2,3,2,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red monster's head a square?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,0,0.7664179801940918,2,nonbest_heads,nonbest_heads
1086,4,Kids,5- to 6-year-olds,6,74,-21.319634703196343,heads,good,exposure,4,2,3,2,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do the purple monster have three feet?,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544896,3.169925001442312,0,0,0,0.5735365152359009,11,0,0.6455011367797852,2,"nonbest_heads,overcomplex_heads","nonbest_heads,overcomplex_heads"
1087,1,Kids,9- to 10-year-olds,9,115,19.680365296803657,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do the monsters without heads have the same shape head or different shape head?,Is the red monster's head the same shape as the blue monster's head?,(== (shape r) (shape b)),(== (shape c) (shape c)),NA,1,2,0,0,0,0.4764389991760254,9,NA,NA,NA,NA,NA
1087,2,Kids,9- to 10-year-olds,9,115,19.680365296803657,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Do all the monsters have the same shape head?,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),NA,0.8112781244591322,4.584962500721156,0,0,0,0.5870043039321899,2,0,0.8024651408195496,8,zero_legs,zero_legs
1087,3,Kids,9- to 10-year-olds,9,115,19.680365296803657,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do all the monsters have the same number of legs?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.5032583347756443,6.754887502163456,0,0,0,0.875372588634491,1,0,0.6774572134017944,1,"zero_legs,nonbest_legs","zero_legs,nonbest_legs"
1087,4,Kids,9- to 10-year-olds,9,115,19.680365296803657,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have the same number of legs as the other monsters?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.9182958340544896,1.584962500721156,0,0,0,0.875372588634491,1,1,0.6774572134017944,1,"zero_legs,nonbest_legs,best_legs","zero_legs,nonbest_legs"
1088,1,Kids,7- to 8-year-olds,7,95,-0.3196347031963427,legs,bad,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the red monster have a circle head?,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),NA,1,2,0,0,0,0.4926351308822632,10,NA,NA,NA,NA,NA
1088,2,Kids,7- to 8-year-olds,7,95,-0.3196347031963427,legs,bad,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the blue monster have a circle head and one leg?,Does the blue monster have one leg and a circle head?,(and (== (legs b) 1) (== (shape b) Circle)),(and (== (legs c) n) (== (shape c) s)),NA,0.6500224216483533,4.584962500721156,0,0,0,0.6640093326568604,10,0,0.7967350482940674,5,zero_legs,zero_legs
1088,3,Kids,7- to 8-year-olds,7,95,-0.3196347031963427,legs,bad,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have three legs?,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,0,0,0,0.7418643236160278,9,0,0.7926212549209595,2,"zero_legs,nonbest_legs","zero_legs,nonbest_legs"
1088,4,Kids,7- to 8-year-olds,7,95,-0.3196347031963427,legs,bad,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the blue monster have 3 or 1 leg,NA,NA,NA,ambiguous,NA,6.754887502163456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,1,Kids,7- to 8-year-olds,7,90,-5.319634703196343,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,NA,NA,NA,NA,NA
1089,2,Kids,7- to 8-year-olds,7,90,-5.319634703196343,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does the purple monster have three legs?,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544892,5.75488750216347,0,0,0,0.5735365152359009,11,0,0.6455011367797852,2,overcomplex_heads,overcomplex_heads
1089,3,Kids,7- to 8-year-olds,7,90,-5.319634703196343,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does the blue monster have one leg?,Does the blue monster have one leg?,(== (legs b) 1),(== (legs c) n),NA,0.91829583405449,6.1699250014423175,0,0,0,0.499777615070343,11,1,0.5960773229598999,2,"overcomplex_heads,nonbest_heads",overcomplex_heads
1089,4,Kids,7- to 8-year-olds,7,90,-5.319634703196343,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the purple monster have two legs?,Does the purple monster have two legs?,(== (legs p) 2),(== (legs c) n),NA,0.9182958340544896,3.169925001442312,0,0,0,0.5576375126838684,11,1,0.6614550948143005,2,"overcomplex_heads,nonbest_heads,best_heads",overcomplex_heads
1090,1,Kids,5- to 6-year-olds,5,66,-29.319634703196343,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,2,0,0,0,0.5253543257713318,10,NA,NA,NA,NA,NA
1090,2,Kids,5- to 6-year-olds,5,66,-29.319634703196343,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the blue monster have two legs?,Does the blue monster have two legs?,(== (legs b) 2),(== (legs c) n),NA,0.9182958340544892,4.584962500721156,0,0,0,0.7214775681495667,9,0,0.6489471793174744,2,zero_legs,zero_legs
1090,3,Kids,5- to 6-year-olds,5,66,-29.319634703196343,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do all the monsters have two legs?,Do all the monsters have two legs?,(all (map (lambda x0 (== (legs x0) 2)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.22853814395352617,6.754887502163456,0,0,0,0.8623529672622681,3,0,0.8594947457313538,9,"zero_legs,nonbest_legs","zero_legs,nonbest_legs"
1090,4,Kids,5- to 6-year-olds,5,66,-29.319634703196343,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Do all the monsters have three legs?,Do all the monsters have three legs?,(all (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.9182958340544896,1.584962500721156,0,0,0,0.8613627552986145,3,1,0.7997515201568604,9,"zero_legs,nonbest_legs,best_legs","zero_legs,nonbest_legs"
1092,1,Kids,5- to 6-year-olds,6,79,-16.319634703196343,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple robot have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,NA,NA,NA,NA,NA
1092,2,Kids,5- to 6-year-olds,6,79,-16.319634703196343,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs does the blue monster have?,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,6.754887502163456,0,0,0,0.8042423725128174,9,1,NA,NA,overcomplex_legs,
1092,3,Kids,5- to 6-year-olds,6,79,-16.319634703196343,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many legs does the blue monster have?,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,4.584962500721156,0,0,0,0.8042423725128174,9,1,NA,NA,"overcomplex_legs,best_legs",
1092,4,Kids,5- to 6-year-olds,6,79,-16.319634703196343,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Which head does the red one have?,What shape is the red monster's head?,(shape r),(shape c),NA,1,2,0,0,0,0.5001871585845947,9,0,0.5984600782394409,1,"overcomplex_legs,best_legs,nonbest_legs","overcomplex_legs,best_legs,nonbest_legs"
1093,1,Kids,9- to 10-year-olds,10,123,27.680365296803657,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does the purple and blue monster have the same head and same shape?,Is the purple monster's head the same shape as the blue monster's head?,(== (shape p) (shape b)),(== (shape c) (shape c)),NA,1,6.1699250014423175,0,0,0,0.6460505723953247,10,NA,NA,NA,NA,NA
1093,2,Kids,9- to 10-year-olds,10,123,27.680365296803657,heads,good,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,"Out of all three monsters, how many legs does the first two have?",How many legs do the red and purple monsters have combined?,(+ (legs r) (legs p)),(+ (legs c) (legs c)),NA,2.19715972342415,5.75488750216347,0,0,0,0.6110674142837524,11,0,0.5698134899139404,3,best_heads,best_heads
1093,3,Kids,9- to 10-year-olds,10,123,27.680365296803657,heads,good,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the purple monster have more legs than the blue monster?,Does the purple monster have more legs than the blue monster?,(> (legs p) (legs b)),(> (legs c) (legs c)),NA,0.9182958340544896,3.169925001442312,0,0,0,0.5270395278930664,11,0,0.7981709837913513,1,"best_heads,nonbest_heads","best_heads,nonbest_heads"
1093,4,Kids,9- to 10-year-olds,10,123,27.680365296803657,heads,good,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,0,0.7520054578781128,2,"best_heads,nonbest_heads,zero_heads","best_heads,nonbest_heads,zero_heads"
1096,1,Kids,9- to 10-year-olds,9,113,17.680365296803657,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,What shape is the red monster's head?,What shape is the red monster's head?,(shape r),(shape c),NA,1.0000000000000009,6.754887502163456,0,0,0,0.5001871585845947,9,NA,NA,NA,NA,NA
1096,2,Kids,9- to 10-year-olds,9,113,17.680365296803657,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many circle heads are there?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,1,0,0,0.6518522500991821,3,0,0.6957435011863708,11,best_legs,best_legs
1096,3,Kids,9- to 10-year-olds,9,113,17.680365296803657,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many square heads are there?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.5,2,1,0,0,0.6724658012390137,3,1,0.7074099779129028,11,"best_legs,nonbest_legs",best_legs
1096,4,Kids,9- to 10-year-olds,9,113,17.680365296803657,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs are there combined with the purple and the red?,How many legs do the purple and red monsters have combined?,(+ (legs p) (legs r)),(+ (legs c) (legs c)),NA,1.584962500721156,1.584962500721156,0,0,0,0.8576977252960205,8,0,0.6065835952758789,4,"best_legs,nonbest_legs,zero_legs","best_legs,nonbest_legs,zero_legs"
1098,1,Kids,7- to 8-year-olds,8,101,5.680365296803657,legs,bad,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the blue monster have the same head as the purple monster?,Is the blue monster's head the same shape as the purple monster's head?,(== (shape b) (shape p)),(== (shape c) (shape c)),NA,1.0000000000000009,6.754887502163456,0,0,0,0.45742493867874146,9,NA,NA,NA,NA,NA
1098,2,Kids,7- to 8-year-olds,8,101,5.680365296803657,legs,bad,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the red monster have the same amount of legs as the purple monster?,Does the red monster have the same number of legs as the purple monster?,(== (legs r) (legs p)),(== (legs c) (legs c)),NA,0.9182958340544896,1.584962500721156,0,0,0,0.7337099313735962,8,0,0.690618634223938,2,best_legs,best_legs
1098,3,Kids,7- to 8-year-olds,8,101,5.680365296803657,legs,bad,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the red monster have the same amount of legs as the blue monster?,Does the red monster have the same number of legs as the blue monster?,(== (legs r) (legs b)),(== (legs c) (legs c)),NA,0.9182958340544892,4.584962500721156,0,0,0,0.7474958300590515,8,1,0.7003316879272461,2,"best_legs,overcomplex_legs",best_legs
1098,4,Kids,7- to 8-year-olds,8,101,5.680365296803657,legs,bad,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the purple monster have the same head as the blue and red monster?,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),NA,0.8112781244591328,2,0,0,0,0.5870043039321899,2,0,0.7799836993217468,8,"best_legs,overcomplex_legs,nonbest_legs","best_legs,overcomplex_legs,nonbest_legs"
1099,1,Kids,7- to 8-year-olds,7,87,-8.319634703196343,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does the purple monster have three legs?,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544892,5.75488750216347,0,0,0,0.5735365152359009,11,NA,NA,NA,NA,NA
1099,2,Kids,7- to 8-year-olds,7,87,-8.319634703196343,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does the blue monster have a square head?,Does the blue monster have a square head?,(== (shape b) Square),(== (shape c) s),NA,1,6.1699250014423175,0,0,0,0.8041017651557922,9,0,0.644381582736969,2,nonbest_heads,nonbest_heads
